OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;TYPE_INST;UPDT_YEAR;START_YEAR;COAST_DIST_M;AREA_SQKM;NOTES;Shape_Length;Shape_Area
202;United Kingdom;TwinHub;4;32;Approved; ;2025;0;15166,74675;7,961054477; ;0,128784202;0,001005847
203;United Kingdom;Dounreay Tri Wind Farm;2;10;Approved; ;0;0;9164,884954;6,256196284; ;0,131111342;0,000967769
204;United Kingdom;Hornsea Met Mast;1;0;Production; ;0;0;115663,8593;0,031374929; ;0,00772405;4,28695E-06
205;United Kingdom;Hornsea Project 1 (Heron East) Wind Farm;58;406;Production; ;2025;2019;111374,2468;130,699713; ;0,656606183;0,017848494
206;United Kingdom;Hornsea Project 1 (Heron West) Wind Farm;58;406;Production; ;2020;0;102222,267;118,5422559; ;0,598809333;0,016201032
207;United Kingdom;Hornsea Project 1 (Njord) Wind Farm;87;609;Production; ;2025;2019;105672,6212;158,335567; ;0,754178827;0,021635833
208;United Kingdom;Norfolk Vanguard Wind Farm;225;2100;Approved; ;2025;0;47493,02202;592,5331966; ;1,700462104;0,079048799
209;United Kingdom;East Anglia North Tranche 2 (Norfolk Boreas);90;2100;Approved; ;0;0;73178,95654;725,3751259; ;1,278801575;0,09717146
210;United Kingdom;East Anglia North Tranche One East  (Norfolk Vanguard East);90;1800;Planned; ;0;0;69902,5636;297,3740964; ;0,876324927;0,03963534
211;United Kingdom;East Anglia North Tranche One West (Norfolk Vanguard West);90;1800;Planned; ;0;0;47493,02143;295,1590987; ;0,824137175;0,039413459
212;France;Parc eolien pose au large de la Normadie (AO4);0;1000;Planned; ;2020;0;32637,2251;496,526101; ;1,445377382;0,062069555
213;Netherlands;Borssele;0;1502,5;Planned; ;2025;0;24230,41162;344,9451564; ;0,926652563;0,044840233
214;Netherlands;Hollandse Kust (Zuid);140;1540;Construction; ;2025;0;18567,76981;352,3661213; ;0,935381375;0,046440883
215;Netherlands;Ten Noorden van de Wadden;0;700;Planned; ;0;0;56043,86009;217,6788742; ;1,786751921;0,029756638
216;Netherlands;Borssele Kavel II;47;376;Production; ;2025;2020;24230,41162;63,52779273; ;0,355817183;0,008247041
217;Netherlands;Borssele Kavel III;37;351,5;Production; ;2025;2020;29530,46426;71,46401441; ;0,437242738;0,009287471
218;Netherlands;Borssele Kavel IV;40;380;Production; ;2025;2020;40217,61262;74,6983801; ;0,554258459;0,009711931
219;Netherlands;WP Q10 / Eneco Luchterduinen;43;129;Production; ;2025;2015;22340,70219;15,90387943; ;0,210316646;0,002099943
220;Netherlands;ZeeEnergie / Gemini II;75;300;Production; ;2024;2016;57835,07239;33,36212096; ;0,30925421;0,004574523
221;Netherlands;Buitengaats / Gemini I;75;300;Production; ;2024;2016;56043,86009;34,2633775; ;0,292840403;0,004698449
222;Netherlands;Borssele I;47;376;Production; ;2025;2020;27336,44703;64,8612001; ;0,405172288;0,008439471
223;United Kingdom;Hywind Scotland Pilot Park;5;30;Production; ;2025;2017;22488,98939;15,40148686; ;0,208214362;0,002305877
224;United Kingdom;Ossian Offshore Wind Farm;0;3600;Planned;Floating;2026;0;79494,06907;858,4571909; ;2,022451171;0,125805704
225;United Kingdom;Bellrock;0;1200;Approved;Floating;2026;2022;115492,8703;279,8031744; ;1,170430248;0,041105488
226;United Kingdom;Bowdun Offshore Wind Farm;0;1008;Approved;Grounded;2026;0;38410,92015;187,0845829; ;0,89178748;0,027625745
227;United Kingdom;Ayre Offshore Wind Farm;0;1008;Planned;Floating;2026;2022;17230,85017;199,7368767; ;1,38314575;0,031073324
228;United Kingdom;Stromar;0;1000;Approved;Floating;2026;2022;36900,43809;256,3016266; ;0,861862764;0,039473526
229;United Kingdom;Caledonia Offshore Wind Farm;0;1000;Planned;Grounded;2026;2022;23311,17429;428,951268; ;1,201315177;0,06548829
230;United Kingdom;Broadshore;0;500;Approved;Floating;2026;0;47477,53653;134,0560638; ;0,618858372;0,020447472
231;United Kingdom;Buchan Offshore Wind Farm;0;960;Planned;Floating;2026;2022;74920,31679;330,6956383; ;0,958332321;0,050810197
232;United Kingdom;West of Orkney Wind Farm;0;2000;Approved;Grounded;2026;2022;4746,595093;656,5789506; ;1,570481373;0,102300202
233;United Kingdom;Havbredey;0;1500;Planned;Floating;2026;0;26071,1652;389,6074534; ;1,407979382;0,060663484
234;United Kingdom;Spiorad na Mara;0;840;Approved;Grounded;2026;0;3564,138458;161,4163955; ;0,832381651;0,024771895
235;United Kingdom;MachairWind;0;2000;Approved;Grounded;2026;2022;0;753,7458054; ;1,331892967;0,108540491
236;United Kingdom;NE6;0;0;Planned; ;2020;0;33343,91374;698,6331973; ;1,425758511;0,106249237
237;United Kingdom;NE4;0;0;Planned; ;2021;0;22289,75252;441,6787645; ;1,232912822;0,067437763
238;United Kingdom;NE3;0;0;Planned; ;2020;0;36890,74902;264,507022; ;0,817893004;0,04074235
239;United Kingdom;NE2;0;0;Planned; ;2020;0;11200,92412;345,2042839; ;1,373264111;0,053698762
240;United Kingdom;N2;0;0;Planned; ;2020;0;25449,63934;561,369003; ;1,711145151;0,087301678
241;United Kingdom;Dogger Bank East Met Mast;1;0;Dismantled; ;0;0;210099,2264;0,195958914; ;0,019698754;2,75744E-05
242;United Kingdom;Dogger Bank West Met Mast;1;0;Dismantled; ;0;0;148406,4501;0,196102658; ;0,019627022;2,74367E-05
243;United Kingdom;East Anglia Southern Met Mast (1B);1;0;Production; ;0;0;56406,61939;0,195833173; ;0,018802699;2,57494E-05
244;Netherlands;Hollandse Kust (Noord);69;759;Production; ;2025;2023;18656,29801;290,261775; ;0,81253133;0,038559063
245;United Kingdom;N4;0;0;Planned; ;2020;0;2316,105257;200,1566567; ;0,882955285;0,030735176
246;United Kingdom;N3;0;0;Planned; ;2020;0;9457,333545;1106,354044; ;1,591722267;0,172263657
247;United Kingdom;N1;0;0;Planned; ;2020;0;3171,94357;1162,4273; ;1,817623334;0,181168869
248;United Kingdom;E3;0;0;Planned; ;2020;0;18800,84994;474,3421025; ;1,288568613;0,070086317
249;United Kingdom;E2;0;0;Planned; ;2020;0;59706,16582;1291,429348; ;2,84204521;0,192594162
250;United Kingdom;E1;0;0;Planned; ;2020;0;56455,63533;3743,866036; ;3,671120674;0,549038426
251;United Kingdom;Hornsea Project 2 (HOW02) Wind Farm;165;1386;Production; ;2025;2022;89487,56761;462,1743944; ;1,7491203;0,063192257
252;United Kingdom;Robin Rigg East;28;84;Production;Grounded;2026;2010;8599,403372;9,858860918; ;0,17443831;0,001375732
253;United Kingdom;Robin Rigg West;30;90;Production;Grounded;2026;2010;8598,744072;8,475553408; ;0,158276675;0,001182332
254;United Kingdom;Inch Cape Offshore Wind Farm;110;784;Approved;Grounded;2026;0;15147,34923;149,3278773; ;0,739036165;0,021772633
255;United Kingdom;Moray East Met Mast;0;0;Production; ;0;0;26595,3636;0,031396395; ;0,008356256;4,7913E-06
256;United Kingdom;Fife Energy Park Methil Offshore Wind Farm Demo Site - Levenmouth demonstration;1;7;Production;Grounded;2026;2014;43,24441345;0,023763185; ;0,00835391;3,436E-06
257;United Kingdom;Inch Cape Met Mast;1;0;Approved; ;0;0;22570,41121;0,7004693; ;0,038869255;0,000101988
258;United Kingdom;Forthwind Offshore Wind Demonstration Project - 1 2-B Energy Test Site;2;12;Approved;Grounded;2026;0;1135,506438;0,377376753; ;0,052654484;5,45488E-05
259;United Kingdom;Beatrice Offshore Wind Farm;84;588;Production;Grounded;2026;2019;13391,57938;131,467189; ;0,654697579;0,020103013
260;United Kingdom;Beatrice OFTO;0;0;Production; ;0;0;17623,17522;0,062792151; ;0,016736647;9,60163E-06
261;United Kingdom;Aberdeen Offshore Wind Farm (EOWDC);11;96,8;Production; ;2025;2018;1340,288887;20,01430062; ;0,249356786;0,002975306
262;United Kingdom;Pentland Floating Offshore WF;0;100;Planned;Floating;2026;0;7664,58739;10,00746352; ;0,158027054;0,001547737
263;United Kingdom;Robin Rigg OFTO;0;0;Production; ;0;0;11704,87129;0,085867275; ;0,018747711;1,19776E-05
264;United Kingdom;Inch Cape OFTO;0;0;Approved; ;0;0;25,23290947;105,2205699; ;2,972066754;0,015254147
265;United Kingdom;Kincardine;6;50;Production;Floating;2026;2021;14143,52439;25,37893888; ;0,260269871;0,003750704
266;United Kingdom;Moray East OFTO;0;0;Construction; ;0;0;88,12962566;20,51149722; ;1,633205752;0,003107417
267;United Kingdom;Marr Bank Wind Farm;0;1800;Planned; ;0;0;30902,3576;786,3375507; ;1,524123294;0,114222102
268;United Kingdom;Neart na Gaoithe Offshore WF;54;432;Construction;Grounded;2026;0;15363,83114;102,6280645; ;0,718182021;0,014872928
269;United Kingdom;Neart na Gaoithe OFTO;0;0;Construction; ;0;0;20179,41715;0,035306393; ;0,0120763;5,11634E-06
270;United Kingdom;Seagreen Phase 1 OFTO;0;0;Construction; ;0;0;41169,57232;0,785331701; ;0,040511559;0,000114776
271;United Kingdom;Seagreen Phase 1A OFTO AfL;0;500;Approved; ;0;0;33,47316654;120,4709403; ;3,452365166;0,017533142
272;United Kingdom;Seagreen Phase 1 Windfarm;75;1140;Production;Grounded;2026;2023;26763,01902;331,6690927; ;1,692394672;0,048509635
273;United Kingdom;Seagreen 1A Offshore Wind Farm;114;500;Approved;Grounded;2026;0;32431,59226;58,64461956; ;0,463971567;0,008565016
274;United Kingdom;Berwick Bank OFTO;0;0;Planned; ;0;0;0;806,907052; ;3,530368566;0,11688525
275;United Kingdom;MarramWind;0;300;Planned;Floating;2026;0;75714,70441;683,9885102; ;1,375839975;0,104323326
276;United Kingdom;CampionWind;0;2000;Planned;Floating;2026;0;93215,22944;859,872942; ;1,774414209;0,128105494
277;United Kingdom;Muir Mhor;0;798;Planned;Floating;2026;0;62863,16277;199,8755539; ;0,750676691;0,029861689
278;United Kingdom;Stoura Offshore Wind Farm;0;500;Planned;Floating;2026;0;32313,22679;99,99763731; ;0,542831128;0,016320265
279;United Kingdom;Arven South;0;500;Planned;Floating;2026;0;22486,0884;100,2573503; ;0,593952316;0,016217702
280;United Kingdom;Arven Offshore Wind Farm;0;1800;Planned;Floating;2026;0;24101,6612;359,8859271; ;1,076449235;0,058397889
281;United Kingdom;Moray West OFTO;0;0;Approved; ;0;0;25994,09709;0,003909627; ;0,004166041;5,95044E-07
282;United Kingdom;Moray West;60;882;Construction;Grounded;2026;0;22186,64743;225,1620541; ;0,939658669;0,034283697
283;United Kingdom;Walney 2;51;184;Production;Grounded;2026;2012;17774,48916;45,88103461; ;0,333628731;0,00629669
284;United Kingdom;Walney 1;51;184;Production;Grounded;2026;0;14160,94713;27,16035734; ;0,278587565;0,00372376
285;United Kingdom;West of Duddon Sands;108;388,8;Production;Grounded;2026;2014;13988,57405;66,88171396; ;0,411103248;0,00915896
286;United Kingdom;Barrow;30;90;Production;Grounded;2026;2006;7261,238716;9,990274057; ;0,16341456;0,001368458
287;United Kingdom;Ormonde;30;150;Production;Grounded;2026;2012;9148,983197;9,931850268; ;0,164164509;0,001363583
288;United Kingdom;Rhyl Flats;25;90;Production;Grounded;2026;2009;7767,8335;9,734691944; ;0,194365752;0,001314623
289;United Kingdom;Gwynt y Mor;160;576;Production;Grounded;2026;2015;12389,26977;68,03172392; ;0,587518351;0,009202059
290;United Kingdom;Burbo Bank Extension;32;256;Production;Grounded;2026;2017;6874,85929;39,66650429; ;0,425338466;0,00536771
291;United Kingdom;Burbo Bank;25;90;Production;Grounded;2026;2007;6074,823081;9,946996495; ;0,171776338;0,001346419
292;United Kingdom;Gunfleet Sands I;30;108;Production;Grounded;2026;2009;6296,740808;9,995124907; ;0,174832641;0,001300264
293;United Kingdom;Gunfleet Sands II;18;65;Production;Grounded;2026;2009;8298,475544;5,813121413; ;0,210601632;0,000756782
294;United Kingdom;Gunfleet Sands Demo;2;12;Production;Grounded;2026;2013;8297,731671;2,548661352; ;0,079412643;0,000331362
295;United Kingdom;Kentish Flats;30;90;Production;Grounded;2026;2005;8371,66997;9,952279555; ;0,175896575;0,001287081
296;United Kingdom;Kentish Flats Extension;15;49,5;Production;Grounded;2026;2015;7542,703377;8,281010134; ;0,239856348;0,001070978
297;United Kingdom;London Array;175;630;Production;Grounded;2026;2013;20451,27691;122,4787615; ;0,49351946;0,015896431
298;United Kingdom;Thanet;100;300;Production;Grounded;2026;2010;10851,36499;34,96376468; ;0,288737163;0,004518953
299;United Kingdom;Greater Gabbard;140;504;Production;Grounded;2026;2012;24843,21183;146,2310086; ;0,74394445;0,019088603
300;United Kingdom;Scroby Sands;30;60;Production;Grounded;2026;2004;1857,623781;8,906036779; ;0,137572354;0,001182395
301;United Kingdom;Sheringham Shoal;88;316,8;Production;Grounded;2026;2012;16753,78977;34,98514086; ;0,342227056;0,004697131
302;United Kingdom;Lincs;75;270;Production;Grounded;2026;2013;6335,021118;38,31066121; ;0,383804855;0,005150155
303;United Kingdom;Dudgeon;67;402;Production;Grounded;2026;2017;32058,46828;55,16120805; ;0,383729582;0,007428612
304;United Kingdom;Race Bank;91;573,3;Production;Grounded;2026;2018;26592,70638;62,38046637; ;0,456460358;0,008402339
305;United Kingdom;Humber Gateway;73;219;Production;Grounded;2026;2015;8025,892311;26,53403157; ;0,260721432;0,003605233
306;United Kingdom;Westermost Rough;35;210;Production;Grounded;2026;2015;8021,924591;34,92538989; ;0,293937907;0,004763037
307;United Kingdom;Lynn;27;97,2;Production;Grounded;2026;2008;5305,396765;7,883168721; ;0,145618468;0,001058427
308;United Kingdom;Inner Dowsing;27;97,2;Production;Grounded;2026;2008;5056,702987;8,807301247; ;0,149660156;0,001183949
309;United Kingdom;Teesside;27;62,1;Production;Grounded;2026;2013;979,6890302;4,322632312; ;0,130484015;0,000601502
310;United Kingdom;Blyth;2;4;Dismantled;Grounded;2026;2000;489,9037504;0,40240507; ;0,030845415;5,66761E-05
311;United Kingdom;Galloper;56;353;Production;Grounded;2026;2018;28256,01724;113,6536382; ;0,819425495;0,014838051
312;United Kingdom;Hornsea Project Four (HOW04);180;2400;Planned; ;2026;0;65413,65766;846,4307583; ;1,93513844;0,115965321
313;United Kingdom;Hornsea Project Three (HOW03);231;2955;Approved;Grounded;2026;0;121136,5221;696,3702283; ;1,501503311;0,095174233
314;United Kingdom;East Anglia Two;75;900;Approved; ;2025;0;29719,37411;255,5553974; ;0,815928384;0,033512724
315;United Kingdom;East Anglia One North;67;800;Approved; ;2025;0;36100,72387;208,1139757; ;0,736200539;0,027462877
316;United Kingdom;East Anglia Three;95;1330;Construction; ;2025;0;67758,58886;305,4738799; ;0,911320954;0,040629356
317;United Kingdom;Rampion;116;400,2;Production;Grounded;2026;2018;13311,17331;77,86709126; ;0,453074759;0,009899933
318;United Kingdom;Walney Extension 3;40;330;Production;Grounded;2026;0;26722,35186;49,18058878; ;0,397277256;0,00675845
319;United Kingdom;Walney Extension 4;47;329;Production;Grounded;2026;2018;19810,47205;100,0655822; ;0,683834693;0,013748616
320;United Kingdom;Blyth Demonstration Phases 2&3;10;58,4;Approved; ;2025;0;5415,667203;15,16589693; ;0,313631441;0,002138584
321;United Kingdom;Dogger Bank C;100;1200;Construction;Grounded;2026;0;195786,1194;560,5565085; ;1,313385854;0,078707875
322;United Kingdom;Sofia;100;1400;Construction;Grounded;2026;0;164933,3442;593,6505072; ;1,248527404;0,083326236
323;United Kingdom;Dogger Bank A;100;1200;Construction;Grounded;2026;0;130997,9011;515,5550632; ;1,340457515;0,071921815
324;United Kingdom;Dogger Bank B;100;1200;Construction;Grounded;2026;0;130974,643;599,2832111; ;1,189022457;0,084106075
325;United Kingdom;Hornsea 1 (East);58;406;Production;Grounded;2026;0;111016,4645;129,3111381; ;0,70863543;0,017659316
326;United Kingdom;Hornsea 1 (West);58;406;Production;Grounded;2026;0;102222,2661;119,0923233; ;0,642439526;0,016274607
327;United Kingdom;Hornsea 1 (Centre);58;406;Production;Grounded;2026;0;105688,2867;158,7973114; ;0,785709635;0,021699314
328;United Kingdom;East Anglia One;102;714;Production; ;2025;2020;50593,60322;150,1313726; ;0,565147245;0,019750481
329;United Kingdom;Triton Knoll;90;857;Production;Grounded;2026;2021;32338,25709;149,5083499; ;0,700165029;0,020228998
330;United Kingdom;Blyth Demo Phase 1;5;41,5;Production;Grounded;2026;2017;5280,018891;3,636674853; ;0,113676661;0,000512137
331;United Kingdom;Hornsea Project 2 - Phase 2 (Soundmark);165;1386;Production;Grounded;2026;0;91854,07281;133,2734081; ;0,601541005;0,01823978
332;United Kingdom;Hornsea Project 2 - Phase 3 (Sonningmay);165;1386;Production;Grounded;2026;0;89487,56675;138,3769064; ;0,628229809;0,018910336
333;United Kingdom;North Hoyle;30;60;Production;Grounded;2026;2003;7241,337323;9,642919961; ;0,163782508;0,001303149
334;United Kingdom;Dudgeon Extension;34;402;Planned;Grounded;2026;0;26912,03922;103,5374283; ;0,978659375;0,013945519
335;United Kingdom;Awel y Mor;42;576;Planned;Grounded;2026;0;10632,73932;106,4594546; ;0,824398886;0,014369285
336;United Kingdom;Erebus Floating Wind Demo;7;100;Planned;Floating;2026;0;30230,62355;43,5653551; ;0,302815098;0,00563346
337;United Kingdom;Five Estuaries;79;353;Planned;Grounded;2026;0;37460,63128;148,6513726; ;0,989240802;0,019415029
338;United Kingdom;Sheringham Shoal Extension;27;317;Planned;Grounded;2026;0;15937,1449;92,64903321; ;0,620582961;0,012432031
339;United Kingdom;North Falls;72;504;Planned;Grounded;2026;0;22379,5174;150,059611; ;1,20343399;0,019531609
340;United Kingdom;Rampion 2 (Rampion Extension);90;400;Planned;Grounded;2026;0;13295,65265;149,3510881; ;0,729349959;0,018978399
341;United Kingdom;Rampion 2 (Zone 6);0;0;Planned;Grounded;2026;0;13443,56382;164,6339309; ;0,767133163;0,020926289
342;United Kingdom;R4 Project 1 (Dogger Bank South West);0;1500;Planned;Grounded;2026;0;99535,12028;495,1684287; ;1,223747608;0,068882815
343;United Kingdom;R4 Project 2 (Dogger Bank South East);0;1500;Planned;Grounded;2026;0;122243,6059;493,9084118; ;1,160717174;0,068483778
344;United Kingdom;R4 Project 3 (Outer Dowsing);0;1500;Planned;Floating;2026;0;53289,45358;499,8601049; ;1,239830554;0,067789388
345;United Kingdom;R4 Project 4 (Mona);0;1500;Planned;Grounded;2026;0;28332,5384;497,8297713; ;1,249795969;0,06775474
346;United Kingdom;R4 Project 5 (Morecambe);0;480;Planned;Grounded;2026;0;28661,29921;125,7341306; ;0,602218831;0,017146066
347;United Kingdom;R4 Project 6 (Morgan);0;1500;Planned;Grounded;2026;0;22273,88331;322,431306; ;0,982458981;0,044176722
348;United Kingdom;Norfolk Vanguard East;145;1800;Approved;Grounded;2026;0;69902,56358;578,198113; ;1,6077079;0,077172177
349;United Kingdom;Norfolk Boreas;158;2100;Approved;Grounded;2026;0;73178,96864;452,0318977; ;1,218368258;0,060645455
350;United Kingdom;Hornsea Project 2 - Phase 1 (Breesea);300;1386;Production;Grounded;2026;0;104314,0606;162,8209128; ;1,167302053;0,022287866
351;Finland; ;0;0;Planned; ;0;0;71326,98434;528,2211434; ;1,140665397;0,089260736
352;Finland; ;0;0;Planned; ;0;0;6332,813153;381,5630933; ;1,248418739;0,073520545
353;Finland; ;0;0;Planned; ;0;0;17381,28448;122,4073976; ;0,672907005;0,019446755
354;Finland; ;0;0;Planned; ;0;0;41757,94182;114,7653107; ;0,548269784;0,01809706
355;Finland; ;0;0;Planned; ;0;0;5823,6378;59,7627315; ;0,567615391;0,011180349
356;Finland; ;0;0;Planned; ;0;0;14713,49352;89,30908592; ;0,792656159;0,016693194
357;Finland; ;0;0;Planned; ;0;0;5863,261538;65,78531311; ;0,429229161;0,011294474
358;Finland; ;0;0;Planned; ;0;0;9742,209227;113,8634685; ;0,559415524;0,021565205
359;Finland; ;0;0;Planned; ;0;0;16561,92617;109,266767; ;0,738077322;0,020692112
360;Finland; ;0;0;Planned; ;0;0;27667,04512;203,6183132; ;0,86858441;0,038647829
361;Finland; ;0;0;Planned; ;0;0;20982,20509;145,2527012; ;0,623663935;0,024730394
362;Finland; ;0;0;Planned; ;0;0;7477,242066;98,13125046; ;0,526424911;0,016636895
363;Finland; ;0;0;Planned; ;0;0;13737,1137;85,43797289; ;0,485908075;0,01426861
364;Finland; ;0;0;Planned; ;0;0;12662,97858;259,7238505; ;1,656594177;0,047118352
365;Finland; ;0;0;Planned; ;0;0;3738,986125;685,3176116; ;1,730145323;0,120007911
366;Denmark; ;0;0;Planned; ;0;0;5000,55137;10079,2766; ;14,92630586;1,458696544
367;Poland;PZP_14;0;0;Planned; ;0;0;26188,49373;459,8387226; ;1,078344213;0,063741833
368;Poland;PZP_43 (Baltex 2);0;560;Planned; ;2025;0;38531,50994;118,3828206; ;0,579302982;0,016593536
369;Poland;PZP_44;0;0;Planned; ;0;0;27742,7124;162,6616386; ;0,834489381;0,02286675
370;Poland;PZP_45;0;0;Planned; ;0;0;22219,33224;698,922781; ;2,208328477;0,098233622
371;Poland;PZP_46;0;0;Planned; ;0;0;22358,43708;249,7183915; ;1,124284668;0,03510652
372;Poland;PZP_53;0;0;Planned; ;0;0;5383,810329;150,2148974; ;0,85509869;0,021309733
373;Poland;PZP_60;0;900;Planned; ;2025;0;43485,45965;470,8474273; ;1,977716466;0,067059163
374;Germany;EN16;0;0;Planned; ;0;0;145718,3274;294,1253757; ;1,353289318;0,041840463
375;Germany;EN17;0;0;Planned; ;0;0;176172,0098;345,9775546; ;1,896827992;0,048890066
376;Germany;EN20;0;0;Planned; ;0;0;197543,0461;67,3954127; ;0,422165065;0,00951929
377;Germany;EN10;0;0;Planned; ;0;0;109487,3586;194,7805689; ;0,932701877;0,027044192
378;Germany;EN4;0;0;Planned; ;0;0;23501,83221;148,0239393; ;0,63496237;0,020502001
379;Germany;EN5;0;0;Planned; ;0;0;66371,4509;124,4853333; ;0,911847902;0,017541822
380;Germany;EN11;0;0;Planned; ;0;0;106404,0446;354,8655204; ;0,915740646;0,049540539
381;Germany;EN12;0;0;Planned; ;0;0;116675,362;493,8070148; ;1,203367243;0,068950248
382;Germany;EN18;0;0;Planned; ;0;0;182450,9827;193,7713473; ;1,361894895;0,027363007
383;Germany;EO1;0;0;Planned; ;0;0;33486,99831;129,0261336; ;0,589070187;0,018032769
384;Germany;EN14;0;0;Planned; ;0;0;136331,9333;145,0019052; ;0,72565692;0,020290407
385;Germany;EN15;0;0;Planned; ;0;0;164082,1762;137,6148398; ;0,95709407;0,019280193
386;Germany;EN13-Nord;0;0;Planned; ;0;0;101017,3334;30,86843509; ;0,338474297;0,004360431
387;Germany;EO2;0;1000;Planned; ;2025;0;26311,57666;122,4041061; ;0,638874389;0,017114303
388;Germany;EN13;0;0;Planned; ;0;0;107776,7484;367,5358173; ;0,903413503;0,051694541
389;Germany;EN7;0;0;Planned; ;0;0;75915,23283;162,8734506; ;0,700899367;0,022496733
390;Germany;EN19;0;0;Planned; ;0;0;260465,4326;559,479437; ;1,3647459;0,080017784
